run_id,run_timestamp,run_label,candidate_mode,negatives_per_user,max_users,users_evaluated,positive_threshold,k_values,include_neumf,include_hybrid,hybrid_weights,diversity_weight,avg_candidates_per_user
topk_ranking_neumf_full_catalog_smoke_full_catalog_20260604_192753,2026-06-04 19:27:53,ranking_neumf_full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,9598.6
