run_id,run_timestamp,run_label,candidate_mode,negatives_per_user,max_users,users_evaluated,positive_threshold,k_values,include_neumf,avg_candidates_per_user
topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
