recommender,precision@5,recall@5,hit_rate@5,ndcg@5,precision@10,recall@10,hit_rate@10,ndcg@10,run_id,run_timestamp,run_label,candidate_mode,negatives_per_user,max_users,users_evaluated,positive_threshold,k_values,include_neumf,include_hybrid,hybrid_weights,diversity_weight,avg_candidates_per_user
genre_personalized_popularity,0.016,0.006153846153846153,0.08,0.012031407205965993,0.024000000000000004,0.01656923076923077,0.24,0.02036293028855287,topk_ranking_neumf_full_catalog_smoke_full_catalog_20260604_192753,2026-06-04 19:27:53,ranking_neumf_full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,9598.6
hybrid_ranker,0.064,0.045052532833020645,0.28,0.0737330966818453,0.055999999999999994,0.055411507191995,0.32,0.07824433030465267,topk_ranking_neumf_full_catalog_smoke_full_catalog_20260604_192753,2026-06-04 19:27:53,ranking_neumf_full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,9598.6
item_item_knn,0.05600000000000001,0.03992577597840755,0.24,0.06891871534686875,0.032,0.04492577597840755,0.24,0.059052980912262985,topk_ranking_neumf_full_catalog_smoke_full_catalog_20260604_192753,2026-06-04 19:27:53,ranking_neumf_full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,9598.6
neumf_ranking_model,0.032,0.007417582417582418,0.12,0.024898590784076705,0.05600000000000001,0.04385531310794469,0.44,0.049543250995435495,topk_ranking_neumf_full_catalog_smoke_full_catalog_20260604_192753,2026-06-04 19:27:53,ranking_neumf_full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,9598.6
neumf_rating_model,0.0,0.0,0.0,0.0,0.004,0.0015384615384615385,0.04,0.002544831527958069,topk_ranking_neumf_full_catalog_smoke_full_catalog_20260604_192753,2026-06-04 19:27:53,ranking_neumf_full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,9598.6
popularity_bayes,0.04,0.004395604395604396,0.08,0.035587573271651046,0.036,0.02062396140444921,0.2,0.036750448813736625,topk_ranking_neumf_full_catalog_smoke_full_catalog_20260604_192753,2026-06-04 19:27:53,ranking_neumf_full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,9598.6
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topk_ranking_neumf_full_catalog_smoke_full_catalog_20260604_192753,2026-06-04 19:27:53,ranking_neumf_full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,True,item_knn:0.50|popularity:0.25|genre:0.25,0.0,9598.6
