recommender,userId,precision@5,recall@5,hit_rate@5,ndcg@5,precision@10,recall@10,hit_rate@10,ndcg@10,run_id,run_timestamp,run_label,candidate_mode,negatives_per_user,max_users,users_evaluated,positive_threshold,k_values,include_neumf,avg_candidates_per_user
genre_personalized_popularity,583,0.0,0.0,0.0,0.0,,,,,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
genre_personalized_popularity,583,,,,,0.0,0.0,0.0,0.0,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
random,583,0.0,0.0,0.0,0.0,,,,,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
random,583,,,,,0.0,0.0,0.0,0.0,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
item_item_knn,583,0.0,0.0,0.0,0.0,,,,,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
item_item_knn,583,,,,,0.0,0.0,0.0,0.0,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
neumf_rating_model,583,0.0,0.0,0.0,0.0,,,,,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
neumf_rating_model,583,,,,,0.0,0.0,0.0,0.0,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
popularity_bayes,604,0.0,0.0,0.0,0.0,,,,,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
popularity_bayes,604,,,,,0.0,0.0,0.0,0.0,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
genre_personalized_popularity,604,0.0,0.0,0.0,0.0,,,,,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
genre_personalized_popularity,604,,,,,0.0,0.0,0.0,0.0,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
random,604,0.0,0.0,0.0,0.0,,,,,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
random,604,,,,,0.0,0.0,0.0,0.0,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
item_item_knn,604,0.0,0.0,0.0,0.0,,,,,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
item_item_knn,604,,,,,0.0,0.0,0.0,0.0,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
neumf_rating_model,604,0.0,0.0,0.0,0.0,,,,,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
neumf_rating_model,604,,,,,0.0,0.0,0.0,0.0,topk_full_catalog_smoke_full_catalog_20260604_131111,2026-06-04 13:11:11,full_catalog_smoke,full_catalog,all_unseen,25,25,4.0,5|10,True,9598.6
